Year,Facility Number,Facility Name,Begin Date,End Date,County Name,Type of Control,Income Statement Item,Income Statement Amount,Amount per Adjusted Patient Day
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,NET_OP_LESS_DSH,462093,11
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,NONOP_REV,7074166,169
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,NONOP_EXP,0,0
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,INC_TAX,0,0
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,EXT_ITEM,0,0
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,NET_INC_LESS_DSH,7536259,180
2012,106190017,ALHAMBRA HOSPITAL,7/1/2011,6/30/2012,Los Angeles,Investor,OPERATING_MARGIN,0.52,
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,GR_PT_REV,2041521514,11797
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,DED_REV_PLUS_DSH,1427119796,8247
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,TOT_CAP_REV,0,0
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_REV_LESS_DSH,614401718,3550
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,OTH_OP_REV,9719032,56
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,TOT_OP_EXP,611842521,3536
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_OP_LESS_DSH,12278229,71
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,NONOP_REV,14085114,81
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,NONOP_EXP,3640772,21
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,INC_TAX,0,0
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,EXT_ITEM,0,0
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_INC_LESS_DSH,22722571,131
2012,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2012,12/31/2012,Alameda,Non-Profit,OPERATING_MARGIN,1.97,
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,GR_PT_REV,1692101277,17939
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,DED_REV_PLUS_DSH,1276137354,13529
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,TOT_CAP_REV,0,0
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_REV_LESS_DSH,415963923,4410
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,OTH_OP_REV,67603876,717
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,TOT_OP_EXP,465972392,4940
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_OP_LESS_DSH,17595407,187
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,NONOP_REV,10305838,109
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,NONOP_EXP,2002634,21
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,INC_TAX,0,0
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,EXT_ITEM,0,0
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,NET_INC_LESS_DSH,25898611,275
2012,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2012,12/31/2012,Alameda,Non-Profit,OPERATING_MARGIN,3.64,
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,GR_PT_REV,560103174,13997
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,DED_REV_PLUS_DSH,432736520,10814
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,TOT_CAP_REV,0,0
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,NET_REV_LESS_DSH,127366654,3183
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,OTH_OP_REV,1261872,32
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,TOT_OP_EXP,137590807,3438
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,NET_OP_LESS_DSH,-8962281,-224
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,NONOP_REV,3067872,77
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,NONOP_EXP,10616,0
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,INC_TAX,0,0
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,EXT_ITEM,0,0
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,NET_INC_LESS_DSH,-5905025,-148
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Investor,OPERATING_MARGIN,-6.97,
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,GR_PT_REV,51586474,1293
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,DED_REV_PLUS_DSH,28177948,706
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,TOT_CAP_REV,0,0
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,NET_REV_LESS_DSH,23408526,587
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,OTH_OP_REV,87447,2
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,TOT_OP_EXP,22991787,576
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,NET_OP_LESS_DSH,504186,13
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,NONOP_REV,0,0
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,NONOP_EXP,6986,0
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,INC_TAX,0,0
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,EXT_ITEM,0,0
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,NET_INC_LESS_DSH,497200,12
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Investor,OPERATING_MARGIN,2.15,
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,GR_PT_REV,5375671,158
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,DED_REV_PLUS_DSH,54269,2
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,TOT_CAP_REV,0,0
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,NET_REV_LESS_DSH,5321402,156
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,OTH_OP_REV,31361,1
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,TOT_OP_EXP,5183795,152
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,NET_OP_LESS_DSH,168968,5
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,NONOP_REV,0,0
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,NONOP_EXP,0,0
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,INC_TAX,0,0
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,EXT_ITEM,0,0
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,NET_INC_LESS_DSH,168968,5
2012,106194010,AMERICAN RECOVERY CENTER,7/1/2011,6/30/2012,Los Angeles,Non-Profit,OPERATING_MARGIN,3.16,
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,GR_PT_REV,138640593,6951
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,DED_REV_PLUS_DSH,116683209,5851
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,TOT_CAP_REV,0,0
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,NET_REV_LESS_DSH,21957384,1101
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,OTH_OP_REV,576274,29
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,TOT_OP_EXP,33848411,1697
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,NET_OP_LESS_DSH,-11314753,-567
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,NONOP_REV,244329,12
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,NONOP_EXP,0,0
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,INC_TAX,0,0
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,EXT_ITEM,0,0
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,NET_INC_LESS_DSH,-11070424,-555
2012,106301097,ANAHEIM GENERAL HOSPITAL,9/1/2011,8/31/2012,Orange,Investor,OPERATING_MARGIN,-50.21,
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,GR_PT_REV,1252680142,9841
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,DED_REV_PLUS_DSH,922569661,7248
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,TOT_CAP_REV,0,0
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,NET_REV_LESS_DSH,330110481,2593
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,OTH_OP_REV,5652910,44
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,TOT_OP_EXP,335881126,2639
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,NET_OP_LESS_DSH,-117735,-1
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,NONOP_REV,4941356,39
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,NONOP_EXP,1128346,9
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,INC_TAX,0,0
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,EXT_ITEM,0,0
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,NET_INC_LESS_DSH,3695275,29
2012,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2011,6/30/2012,Los Angeles,District,OPERATING_MARGIN,-0.04,
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,GR_PT_REV,1408342827,7631
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,DED_REV_PLUS_DSH,976117567,5289
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,TOT_CAP_REV,0,0
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,NET_REV_LESS_DSH,432225260,2342
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,OTH_OP_REV,79913549,433
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,TOT_OP_EXP,475979024,2579
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,NET_OP_LESS_DSH,36159785,196
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,NONOP_REV,18937224,103
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,NONOP_EXP,942950,5
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,INC_TAX,0,0
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,EXT_ITEM,0,0
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,NET_INC_LESS_DSH,54154059,293
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,City/County,OPERATING_MARGIN,7.06,
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,GR_PT_REV,282884164,12978
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,DED_REV_PLUS_DSH,225121430,10328
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,TOT_CAP_REV,90853,4
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,NET_REV_LESS_DSH,57853587,2654
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,OTH_OP_REV,1035402,48
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,TOT_OP_EXP,61832512,2837
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,NET_OP_LESS_DSH,-2943523,-135
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,NONOP_REV,7526,0
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,NONOP_EXP,59750,3
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,INC_TAX,0,0
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,EXT_ITEM,0,0
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,NET_INC_LESS_DSH,-2995747,-137
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Non-Profit,OPERATING_MARGIN,-5,
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,GR_PT_REV,231971365,614
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,DED_REV_PLUS_DSH,5181,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,TOT_CAP_REV,0,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,NET_REV_LESS_DSH,231966184,614
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,OTH_OP_REV,0,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,TOT_OP_EXP,226747556,600
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,NET_OP_LESS_DSH,5218628,14
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,NONOP_REV,5181,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,NONOP_EXP,0,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,INC_TAX,0,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,EXT_ITEM,0,0
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,NET_INC_LESS_DSH,5223809,14
2012,106400683,ATASCADERO STATE HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,State,OPERATING_MARGIN,2.25,
